12,52,97,54,26,58,22,73,92,96,60,41,20,5,82,75,90,68,33,4,88,72,71,14,64,66,47,28,53,59,93,77,45,44,76,18,70,57,69,91,24,23,81,36,30,10,67,38,85,84,31,48,1,6,37,43,39,87,62,100,25,98,99,78,86,95,11,89,2,3,32,9,15,8,61,94,29,16,7,34,19,27,35,46,51,42,13,21,50,40,79,49,65,63,56,17,74,83,55,80
13,60,25,58,52,57,32,85,20,16,30,11,15,81,46,87,80,90,72,5,4,33,83,14,79,50,97,12,31,37,65,67,100,53,39,7,82,75,96,84,78,88,36,69,24,43,98,64,71,55,74,34,18,8,26,3,23,22,2,17,41,19,99,77,76,93,28,21,29,91,42,56,70,54,40,44,94,10,47,51,38,92,49,66,48,45,61,62,35,68,6,86,27,89,73,63,1,9,59,95
14,93,50,2,99,6,47,68,64,34,79,49,55,66,31,94,26,48,84,53,45,19,87,51,57,62,96,67,91,61,32,28,5,36,89,18,88,3,97,38,13,33,12,11,65,41,23,43,8,92,73,100,54,70,52,72,76,40,80,74,60,42,29,16,71,4,24,1,83,22,20,81,95,44,77,75,30,56,27,46,9,82,10,78,25,21,98,7,15,59,37,90,35,69,58,17,86,39,63,85
15,27,84,94,30,89,35,81,4,5,75,42,22,88,50,3,82,37,24,66,25,23,17,2,59,73,72,99,78,67,79,60,91,71,46,18,21,41,57,7,95,58,31,19,49,56,47,62,92,16,96,14,53,12,45,33,52,11,43,74,6,83,65,100,48,28,63,10,87,90,51,29,61,20,38,44,26,77,54,69,80,32,13,64,98,34,1,55,86,9,97,70,85,39,8,76,93,68,40,36
16,51,94,34,32,46,90,87,21,82,36,26,13,96,30,91,68,41,81,67,60,78,95,43,83,89,18,35,22,86,76,20,14,15,50,84,73,12,48,39,5,29,93,42,45,63,44,85,38,47,52,4,37,56,3,28,71,8,74,97,69,98,64,33,70,79,57,24,80,23,11,49,7,59,6,58,17,25,54,10,1,77,100,61,92,40,2,53,66,31,55,88,65,27,62,9,19,75,99,72
17,77,12,34,48,76,58,53,80,91,2,90,59,49,28,100,61,84,10,88,73,14,35,15,1,62,41,32,27,82,67,13,78,11,96,95,71,45,6,31,47,3,52,7,24,66,65,18,98,36,43,4,46,69,42,37,83,97,23,21,99,16,64,25,8,19,89,50,86,57,39,20,30,33,75,93,56,63,87,22,40,26,5,79,55,81,92,60,9,29,94,44,70,74,72,38,68,54,51,85
18,65,32,37,76,84,38,70,42,9,62,11,10,83,58,22,28,66,55,90,79,47,80,67,6,49,46,23,36,93,12,51,99,64,63,98,30,86,73,77,61,40,48,3,82,15,35,100,60,43,5,57,16,29,50,91,75,2,97,39,34,92,31,59,56,24,14,88,19,72,41,17,85,25,89,95,71,21,13,27,52,94,7,4,44,1,8,54,53,45,96,26,87,69,20,33,81,74,78,68
19,67,70,89,53,86,40,66,35,32,1,10,55,44,12,11,92,65,71,68,62,20,9,52,82,91,81,36,83,93,14,18,41,72,6,25,37,33,17,34,24,94,13,46,8,88,54,43,26,51,29,3,58,79,63,100,49,7,77,15,74,21,96,84,98,85,76,23,80,22,64,4,48,73,38,5,90,87,56,95,42,59,16,47,28,61,60,39,27,31,78,57,2,45,75,69,99,30,97,50
20,2,82,22,89,88,21,72,49,99,7,59,85,98,91,9,18,56,52,94,15,70,35,39,58,74,60,34,1,5,97,65,64,6,57,100,44,46,61,26,32,67,4,95,10,8,29,11,96,33,38,81,92,80,71,69,53,77,31,41,62,45,37,87,84,12,93,90,86,14,23,51,17,28,16,13,75,19,73,42,30,25,79,43,27,50,47,3,76,48,54,66,40,78,68,55,83,36,24,63
21,61,94,11,28,5,19,29,33,81,75,99,64,100,59,55,88,45,17,84,6,74,24,56,90,71,87,25,41,53,40,67,31,66,92,15,23,58,16,42,54,14,22,46,85,65,77,89,10,38,9,26,72,70,80,2,96,76,57,43,47,98,30,3,1,50,79,78,18,36,68,69,86,49,34,27,44,7,37,93,95,20,63,48,83,60,91,73,97,62,39,32,4,8,13,52,12,35,82,51
22,12,40,43,54,58,33,27,5,29,64,9,100,19,71,42,81,59,48,98,99,61,70,24,13,30,26,85,67,72,62,97,92,56,14,16,6,50,31,46,8,20,69,21,36,76,82,93,80,88,84,7,45,38,39,11,75,79,86,41,51,28,53,4,25,15,44,1,18,96,89,35,65,3,74,68,66,73,10,94,63,2,83,49,77,90,52,78,23,91,60,37,32,17,34,57,95,87,47,55
23,8,19,43,47,24,17,45,55,30,74,66,42,21,52,51,29,56,65,14,18,40,2,77,33,84,57,35,71,5,64,94,93,49,16,48,1,3,41,22,10,79,91,54,97,58,68,27,50,72,86,37,39,88,25,95,100,63,61,76,46,73,81,69,4,6,11,28,59,53,60,89,38,20,9,80,99,13,85,31,90,92,87,15,34,83,32,26,36,12,78,7,82,67,98,96,75,62,44,70
24,89,7,30,84,86,27,70,42,26,97,18,87,63,33,100,32,28,13,23,46,41,99,4,60,47,57,14,25,6,80,54,17,51,95,1,65,48,59,15,91,29,16,37,82,50,83,74,12,9,71,69,58,67,68,8,75,88,81,31,62,98,73,92,93,49,78,5,3,55,34,11,66,10,43,44,19,94,61,53,72,20,79,39,40,45,2,56,38,77,64,52,21,22,96,76,90,85,35,36
25,88,73,68,23,61,60,67,15,63,93,70,33,1,71,9,85,66,12,92,99,86,55,77,53,18,10,6,64,13,35,4,34,26,72,17,91,76,40,22,27,32,94,69,58,38,28,31,5,7,83,8,82,43,29,2,30,81,79,24,14,75,96,97,100,90,62,95,59,74,49,98,11,84,39,65,51,54,57,16,87,52,50,80,19,3,89,48,47,78,41,36,44,46,21,37,45,56,20,42
26,30,24,92,33,65,79,77,60,44,67,15,39,66,32,9,59,38,55,83,49,48,71,57,81,61,34,6,62,63,54,69,91,27,89,40,17,19,35,88,90,11,3,87,13,22,93,7,42,37,97,82,85,74,31,25,72,16,14,70,41,73,86,94,51,100,8,2,12,58,76,28,18,46,64,4,50,68,23,53,20,29,47,5,96,78,43,21,84,99,1,10,75,98,80,45,56,95,52,36
27,11,12,55,9,68,88,8,81,71,69,72,39,79,31,22,35,40,93,15,38,26,59,7,60,16,3,78,37,98,70,100,17,24,53,1,49,32,52,18,51,86,85,34,58,47,46,6,64,13,30,77,20,57,73,89,25,99,90,61,67,97,5,14,80,56,65,10,66,4,43,21,36,63,92,74,75,23,19,62,96,33,82,48,44,94,2,83,76,28,84,54,29,41,50,45,87,42,95,91
28,55,78,41,92,36,83,62,84,64,52,29,61,12,91,51,98,15,33,27,80,43,42,6,4,46,59,100,38,40,11,48,82,53,14,30,81,57,45,54,19,86,20,69,3,95,16,89,87,79,26,47,23,90,13,1,8,22,34,63,5,94,99,39,56,76,32,35,2,25,10,73,77,49,17,93,97,18,50,88,7,75,31,65,44,67,60,66,70,74,37,71,72,21,96,58,9,85,24,68
29,76,64,71,15,28,90,32,52,2,12,46,36,96,62,19,16,89,44,91,60,13,61,48,73,26,84,97,7,75,30,68,66,98,54,14,67,83,37,20,35,9,85,59,27,11,47,1,10,33,22,50,82,99,25,23,88,72,51,41,43,21,24,78,58,57,70,77,92,93,55,39,42,63,80,17,38,65,74,6,4,40,69,5,100,8,81,31,87,56,18,79,45,49,34,86,53,94,95,3
30,79,92,69,72,20,43,80,83,46,56,24,57,61,81,32,19,95,44,68,15,12,31,75,55,6,36,9,88,42,48,51,35,41,97,34,23,53,29,86,54,26,100,67,8,59,2,71,13,85,65,94,70,98,82,52,37,64,10,14,96,77,74,73,33,66,1,28,40,63,7,11,78,25,93,3,5,50,76,89,60,18,90,21,99,62,49,22,87,16,39,84,58,47,91,17,38,4,45,27
31,12,44,37,93,100,77,5,24,99,97,61,58,53,14,70,10,26,33,32,35,50,80,47,25,40,78,63,59,4,48,74,34,84,62,76,65,41,36,57,72,82,43,27,85,13,96,46,67,39,6,92,69,2,54,22,75,60,90,42,89,94,7,73,8,66,1,55,68,20,95,91,18,71,64,49,30,11,52,38,21,83,16,98,15,28,29,23,88,81,86,79,56,19,3,45,9,17,51,87
32,18,53,56,22,75,16,43,80,88,48,49,77,13,68,99,9,38,85,74,79,10,64,62,78,61,26,21,27,14,81,52,37,84,93,94,33,44,100,70,35,63,50,73,54,24,92,23,86,57,55,58,25,95,71,59,34,29,82,31,83,12,90,87,36,67,7,89,98,17,66,45,8,60,41,4,65,91,1,3,76,15,39,47,46,69,19,2,5,6,40,96,28,20,30,42,51,11,72,97
33,49,27,25,37,9,22,16,41,11,75,36,78,23,56,83,92,64,8,86,87,82,67,62,42,3,51,71,74,58,24,81,43,38,28,99,96,1,35,50,93,26,18,6,95,48,32,12,88,10,73,13,76,40,70,97,94,90,17,14,34,69,39,98,84,21,47,30,59,45,53,65,68,89,4,29,19,60,5,57,77,66,91,15,63,7,2,44,31,61,52,72,55,46,85,54,79,20,100,80
34,86,53,84,63,75,95,98,99,83,51,14,22,5,50,37,45,74,70,20,81,65,48,29,43,71,93,77,87,12,94,47,52,25,58,8,1,32,2,60,100,33,15,61,73,18,49,72,41,55,62,96,76,91,78,57,97,68,7,28,56,17,64,27,38,21,66,16,88,35,92,42,59,79,3,6,36,19,85,24,90,13,82,9,80,10,39,23,30,67,26,46,11,69,89,54,31,40,4,44
35,21,4,28,62,50,14,24,79,27,73,89,75,15,47,77,5,64,43,26,10,54,58,71,3,98,34,53,99,52,70,93,68,56,78,23,31,36,88,16,1,2,48,82,20,66,25,45,46,85,72,18,41,83,39,81,95,97,37,7,11,29,42,8,32,87,13,49,40,44,12,59,86,33,91,60,92,90,19,94,63,74,76,69,96,22,30,38,80,67,6,51,17,65,9,84,61,55,57,100
36,20,33,80,45,44,27,79,14,65,62,94,70,91,4,49,47,11,59,39,51,64,56,98,57,31,34,89,88,96,97,99,12,40,43,84,63,10,26,32,52,3,5,23,72,85,37,41,95,77,69,13,71,54,58,1,9,53,82,76,83,25,19,46,74,8,18,90,78,67,17,24,55,93,6,66,92,87,38,100,29,21,61,68,86,48,60,75,16,30,2,50,28,73,35,7,81,22,15,42
37,56,55,77,83,26,72,36,86,100,68,7,17,41,66,64,59,9,35,24,50,49,43,40,51,12,6,1,99,23,28,78,32,60,16,57,31,65,98,93,39,94,34,13,22,42,80,89,46,82,52,5,29,97,11,25,58,54,21,4,33,2,47,14,62,69,19,90,96,74,3,63,15,71,67,44,70,48,87,45,27,81,38,85,88,95,8,20,61,75,76,30,84,10,73,18,79,53,92,91
38,50,89,52,61,17,87,77,24,79,65,57,21,98,60,36,11,44,42,84,37,70,22,41,27,85,47,30,34,72,68,88,49,6,31,13,59,2,46,45,66,83,78,23,62,4,28,73,53,55,94,14,20,10,40,18,19,97,8,69,39,3,91,81,9,76,32,29,25,71,16,1,90,51,26,35,95,33,93,100,92,15,80,48,7,56,75,64,58,74,63,82,86,12,54,43,67,99,96,5
39,61,1,68,64,21,93,26,82,13,59,78,83,44,90,98,27,84,8,19,23,14,4,11,71,10,74,95,49,91,20,17,46,65,5,28,66,81,67,77,18,99,42,45,57,92,58,62,40,35,36,41,89,3,32,76,85,31,80,34,33,53,30,22,86,6,15,12,94,88,38,73,56,9,100,25,70,43,79,54,60,29,52,55,97,47,63,51,75,37,50,16,72,2,69,48,7,96,87,24
40,52,73,82,23,15,63,92,7,16,88,17,85,1,45,14,53,43,87,19,56,36,93,26,38,39,49,12,95,32,68,5,86,84,62,18,75,72,69,66,31,83,67,80,50,100,98,2,71,9,59,97,54,76,22,81,61,30,77,34,57,3,25,35,58,8,4,74,70,27,89,42,46,65,60,28,90,96,99,55,79,78,20,13,48,37,64,29,33,51,47,91,94,6,10,44,41,11,24,21
41,65,35,87,23,66,7,2,17,76,86,90,52,79,11,20,6,91,51,61,29,100,10,59,36,93,31,8,28,4,25,73,46,14,32,58,95,27,94,47,96,45,74,64,69,16,21,62,56,67,40,97,13,43,80,55,30,38,57,44,48,70,42,1,92,98,89,39,19,63,85,77,53,75,82,9,50,22,78,34,33,15,99,88,37,54,3,60,83,12,72,5,26,84,49,81,18,24,68,71
42,25,24,78,16,41,84,47,88,50,20,27,73,79,63,46,82,19,37,39,31,75,68,85,57,87,3,67,99,52,11,18,83,58,69,61,93,29,34,49,72,100,53,56,38,43,77,23,26,14,17,21,5,98,70,65,94,64,96,12,35,89,95,66,80,54,97,7,55,1,10,22,76,15,30,62,45,2,44,4,81,92,36,40,8,74,6,86,13,59,32,9,91,71,48,51,60,90,33,28
43,62,31,4,41,93,23,59,82,1,5,84,61,100,33,99,21,49,56,19,97,13,63,34,96,40,50,95,88,6,80,37,3,12,94,72,86,81,44,71,83,70,36,57,58,14,46,76,16,20,64,35,11,15,27,78,69,79,60,25,29,67,65,77,66,87,98,26,24,51,22,53,2,85,73,55,75,74,30,89,8,91,10,7,92,39,18,38,45,42,52,28,48,90,32,9,47,17,68,54
44,24,27,22,52,7,8,12,29,18,97,2,23,31,30,4,67,82,45,51,13,78,38,96,64,58,20,93,61,84,65,77,42,99,54,90,6,79,16,70,81,76,55,15,94,47,66,35,91,40,57,39,73,80,69,86,88,68,43,3,32,95,14,56,33,98,71,92,60,37,34,62,89,48,1,85,25,28,9,26,75,41,83,21,11,5,17,10,53,74,59,87,72,100,63,36,19,50,46,49
45,21,97,46,86,15,36,91,56,60,65,88,64,83,42,17,7,41,81,2,85,92,23,78,95,53,6,13,44,8,74,37,22,58,69,3,62,61,14,30,29,34,71,79,67,94,93,10,52,49,48,75,33,38,98,35,50,4,31,16,63,43,40,26,9,24,82,90,99,25,96,51,72,68,39,54,20,59,32,66,18,84,12,70,77,1,87,80,89,27,73,100,55,11,76,47,28,57,19,5
46,60,28,31,75,73,52,94,76,42,18,78,95,96,10,64,84,70,68,57,45,34,87,55,63,16,99,4,50,48,33,86,1,2,51,90,39,67,49,74,81,12,89,98,88,36,43,79,93,14,72,29,21,26,65,25,71,9,35,66,92,58,3,19,8,20,91,69,40,6,7,5,97,100,44,24,17,22,32,61,53,83,27,23,82,77,56,41,37,13,11,54,47,30,59,38,85,80,62,15
47,56,10,35,5,38,13,54,20,14,82,22,32,43,96,74,52,69,83,30,70,25,50,17,80,31,91,11,1,33,9,75,34,92,68,37,45,61,95,21,84,59,81,44,85,12,55,2,58,73,6,66,77,97,7,29,39,26,16,18,78,86,79,8,57,60,27,90,93,88,72,71,15,49,63,48,40,64,100,42,67,99,51,89,23,36,76,46,3,94,65,41,28,53,98,19,4,87,62,24
48,95,49,2,27,88,56,10,83,89,45,69,60,12,43,84,71,46,38,24,100,76,79,15,52,29,23,4,19,55,65,87,98,39,61,74,59,6,36,57,40,7,3,28,51,30,41,44,37,53,31,58,93,92,26,50,82,8,67,90,96,18,78,72,73,70,85,77,75,5,13,81,99,62,47,17,25,94,32,21,22,11,54,34,66,16,80,97,9,63,64,35,91,20,33,14,68,1,42,86
49,56,37,75,4,63,93,86,88,34,94,47,7,82,80,3,98,6,70,17,27,44,97,87,81,39,26,21,62,92,54,1,28,40,68,33,31,100,84,48,58,24,90,35,12,77,74,67,11,52,71,46,25,95,16,64,61,2,10,19,38,66,9,42,89,18,53,59,79,65,99,13,8,76,45,22,30,57,60,55,96,83,36,5,14,78,15,69,72,50,91,23,29,43,32,41,20,73,85,51
50,3,38,65,1,52,48,88,32,82,37,54,99,94,75,97,20,84,47,10,95,25,34,57,46,14,27,66,76,53,71,69,33,79,13,4,85,100,31,6,83,11,26,78,72,67,73,49,89,17,64,2,8,60,70,12,59,9,74,5,16,7,63,58,30,35,91,62,36,55,40,19,42,28,23,96,15,39,18,56,81,61,24,41,80,51,86,90,43,44,45,21,93,92,29,22,77,68,98,87
51,91,32,98,49,95,65,25,84,27,9,42,31,87,73,66,20,78,70,81,4,52,1,22,40,59,68,60,79,21,69,28,6,82,35,55,58,7,90,14,64,16,92,74,99,8,46,97,53,54,24,89,10,5,76,100,43,36,94,80,17,29,56,13,93,57,61,86,23,33,72,45,26,2,12,44,83,96,34,38,15,41,77,67,19,71,37,85,88,3,48,11,63,75,62,30,50,18,47,39
52,30,95,1,20,84,96,29,72,34,50,81,99,57,70,42,46,17,86,27,23,51,75,37,19,38,90,24,26,68,36,9,93,53,77,64,47,58,98,76,94,91,74,65,80,22,10,35,43,79,13,28,2,54,85,87,12,31,78,59,89,55,73,82,15,41,71,61,100,25,18,11,6,4,3,67,44,69,60,7,45,8,49,62,63,39,5,16,21,88,97,56,83,33,40,92,48,14,32,66
53,50,46,66,25,18,38,52,34,67,21,92,56,97,62,82,65,5,43,7,51,68,71,23,73,77,19,91,61,44,9,94,20,2,70,6,87,37,55,41,95,12,98,84,78,4,72,22,74,69,75,90,49,10,39,64,8,1,36,28,86,17,93,31,26,85,24,3,35,76,42,29,54,16,100,27,47,40,32,79,48,59,57,63,11,30,15,88,45,83,33,99,96,89,13,58,14,81,80,60
54,98,47,40,48,2,69,38,86,63,12,70,17,1,4,74,62,96,77,22,39,76,90,50,9,49,85,46,32,21,45,73,79,31,97,8,51,57,89,15,25,61,35,18,95,68,5,36,13,27,83,55,94,66,58,7,84,59,52,88,72,30,20,33,10,29,41,93,24,16,11,67,92,65,44,64,19,100,87,14,53,91,82,60,99,75,34,43,37,42,6,81,26,71,78,3,56,80,23,28
55,66,10,42,19,43,35,41,15,76,13,83,28,96,57,72,34,47,48,39,84,99,70,20,69,16,93,24,87,52,40,33,54,77,14,74,60,85,98,25,31,17,79,5,100,30,73,89,22,90,94,75,92,81,2,36,50,97,82,27,26,11,63,86,49,80,29,1,21,59,3,78,58,38,18,88,65,7,62,6,51,64,71,32,4,9,95,8,91,67,44,68,37,46,61,53,45,56,23,12
56,20,49,22,27,8,52,37,69,57,1,46,60,71,89,15,87,63,75,45,55,84,23,96,41,21,76,3,11,59,64,51,97,68,98,67,100,34,61,7,77,72,78,54,28,58,48,36,40,30,94,44,42,83,18,5,91,10,95,2,92,43,33,39,86,4,99,80,12,35,79,82,47,66,74,38,81,13,32,62,17,19,25,73,24,90,70,85,26,29,14,65,93,9,53,31,88,16,50,6
57,56,8,80,94,17,6,41,10,79,88,11,3,37,23,1,43,77,39,72,69,5,25,16,22,15,31,81,12,53,98,71,24,21,33,91,74,13,70,28,82,20,59,49,75,62,78,50,42,36,14,29,93,48,9,32,83,54,27,55,100,26,34,46,86,90,51,38,95,44,73,65,45,61,84,7,4,35,68,66,30,76,2,97,96,85,47,18,58,60,19,89,52,63,40,87,67,99,92,64
58,46,65,7,81,13,84,35,38,97,27,2,99,74,71,11,68,43,14,56,49,55,51,90,62,85,83,44,6,23,54,53,34,19,29,9,31,20,41,73,39,5,79,24,95,87,98,59,52,89,40,100,61,82,57,1,30,70,28,15,50,63,36,92,80,69,10,76,12,33,18,48,42,45,37,72,47,96,60,17,66,25,4,22,93,67,86,88,78,94,16,26,91,64,77,3,75,32,8,21
59,88,69,82,86,8,90,51,100,43,94,71,95,93,45,55,64,21,26,97,57,4,32,6,80,53,25,17,99,44,39,92,89,10,74,34,58,19,68,65,37,46,79,40,30,33,23,49,56,41,31,61,73,1,54,22,87,35,13,24,3,20,18,60,15,96,38,5,47,50,98,36,48,85,66,27,28,70,75,2,9,91,84,16,67,78,63,77,12,72,7,62,14,52,81,29,11,83,42,76
60,29,94,78,91,69,83,23,64,45,54,98,21,89,77,37,57,53,17,95,76,3,50,85,9,34,56,16,1,30,39,74,65,43,68,81,35,59,70,73,31,96,6,92,88,13,52,14,58,84,42,11,26,51,8,44,82,72,66,18,67,49,36,4,7,33,38,80,24,15,12,41,93,46,61,5,97,10,48,90,87,79,40,55,25,47,19,20,63,71,22,62,100,75,2,99,32,86,28,27
61,17,54,1,93,94,13,18,29,41,63,62,23,64,78,86,2,53,36,82,3,72,50,39,5,14,100,84,42,58,97,55,26,90,34,48,69,15,71,46,60,37,85,11,7,65,4,49,51,80,67,27,21,96,25,56,32,8,38,44,52,75,20,9,68,83,35,92,87,76,28,45,22,81,98,24,10,74,30,43,99,66,6,79,12,57,47,95,91,59,40,89,19,77,33,88,70,73,31,16
62,61,83,72,46,41,15,71,73,63,11,10,33,19,32,31,59,79,20,28,42,51,56,21,43,94,89,84,77,65,55,99,96,36,34,86,12,91,37,66,17,74,7,30,16,49,97,60,85,80,23,82,50,52,87,3,26,9,64,22,27,29,1,92,25,81,93,69,76,88,14,53,18,35,67,48,70,98,45,58,38,8,24,100,57,44,90,54,13,47,68,5,2,75,6,40,78,4,95,39
63,84,67,94,21,89,85,75,24,69,7,40,62,5,39,52,16,44,46,15,31,82,64,28,72,54,45,2,73,4,42,25,23,59,98,14,33,77,12,81,78,58,13,55,90,95,32,30,11,56,34,47,92,68,19,96,43,57,99,18,35,20,79,86,36,8,66,27,91,83,9,1,80,74,41,29,70,17,26,38,87,93,61,60,76,97,6,88,22,100,71,50,3,65,49,51,37,10,53,48
64,39,20,12,4,34,62,3,69,19,5,89,23,76,22,50,59,90,54,40,17,49,37,53,88,14,32,70,67,79,52,98,26,99,58,56,28,55,95,21,7,78,51,33,61,66,10,71,68,77,74,46,6,8,38,41,86,87,94,75,73,85,65,25,27,84,29,16,63,15,82,42,91,1,43,9,96,36,57,2,93,72,18,44,83,35,24,48,30,47,80,81,60,31,45,92,13,97,100,11
65,15,35,82,81,74,36,64,80,71,46,28,23,37,27,32,21,38,70,51,8,24,10,12,62,52,84,79,47,29,60,7,34,96,86,11,76,58,88,61,48,9,98,69,77,30,26,45,13,4,73,50,25,42,99,89,14,83,78,31,40,94,85,55,67,90,53,87,57,39,44,41,54,66,16,20,75,91,17,93,1,22,100,5,92,19,6,2,59,18,97,68,95,33,43,49,63,72,56,3
66,3,17,41,88,87,9,1,47,53,86,37,7,63,5,95,33,46,32,61,65,8,24,44,4,77,78,48,96,82,100,34,51,67,54,49,81,29,13,97,70,93,62,19,52,28,64,71,84,42,23,40,79,58,39,31,75,74,15,21,85,35,26,2,14,92,20,56,73,99,27,89,11,25,80,16,43,55,76,59,10,83,72,91,30,94,6,69,36,38,50,12,60,45,98,90,18,57,68,22
67,92,68,69,88,51,6,87,10,89,50,34,30,54,11,16,97,4,20,39,65,24,66,99,76,37,98,78,80,40,31,55,100,7,22,38,53,48,14,36,13,77,64,90,86,85,62,27,57,47,17,61,15,2,81,42,96,35,74,73,9,49,28,26,25,19,52,91,93,46,18,95,71,44,5,41,75,84,43,1,60,82,21,29,63,23,32,83,45,59,94,56,58,8,12,72,70,3,33,79
68,83,16,17,92,71,44,33,53,65,58,20,73,41,85,88,70,42,78,98,1,29,64,9,36,11,93,25,24,43,6,39,40,94,13,4,32,60,81,50,52,80,23,45,12,37,79,3,77,54,47,67,18,82,62,76,72,97,84,55,86,87,99,74,59,5,15,90,31,26,46,63,14,89,7,2,22,69,48,57,96,56,75,30,19,91,49,66,100,10,95,34,28,21,51,61,8,27,35,38
69,36,21,16,15,94,54,63,67,79,92,88,64,44,20,49,51,33,27,12,24,3,72,76,71,73,5,26,42,90,23,62,43,75,11,10,97,28,30,56,59,52,32,95,6,17,77,31,8,84,57,68,38,19,99,2,18,29,93,46,58,65,55,98,39,74,48,25,96,1,80,4,82,7,34,47,37,61,81,70,60,100,86,91,41,40,14,53,45,87,85,35,78,66,9,13,89,50,83,22
70,44,62,81,9,63,99,34,76,58,46,87,30,84,40,28,69,64,22,88,14,97,83,78,20,77,59,96,23,94,32,27,38,36,33,54,45,80,89,35,98,3,6,4,57,100,19,85,95,56,18,39,37,47,86,79,60,51,53,92,11,48,82,75,72,67,24,91,25,13,41,29,49,50,16,71,74,17,10,7,61,93,2,65,66,52,12,1,42,55,90,5,8,21,68,26,43,73,15,31
